instruction,source,target
Terjemahkan ke bahasa Indonesia baku.,"Kan Minggu tong pi Inggris, Selasa lanjut Paris, manis","Minggu kita di Inggris, Selasa Lanjut di Paris"
Terjemahkan ke bahasa Indonesia baku.,Coba hilangkan semua rasa... ko berpaling su tara sama,"Coba hilangkan semua rasa kamu berpaling, aku tiada sama"
Terjemahkan ke bahasa Indonesia baku.,(Chorus diulang) Manseren jaga tong pu tanah ini kasihan,Manseren jaga kami yang tinggal di tanah ini penuh kasih
Terjemahkan ke bahasa Indonesia baku.,"Sa biarkan waktu yang bicara, sa tra papa ikuti perantara","Saya biarkan waktu yang berbicara, saya tidak apa-apa mengikuti alur."
Terjemahkan ke bahasa Indonesia baku.,"Ko pikir sa ni apa e, jadi ko mo perlakukan deng seenaknya","Kamu pikir aku ini apa, jadi kamu mau memperlakukan dengan seenaknya"
Terjemahkan ke bahasa Indonesia baku.,Tra bisa bicara yang baik padahal su bilang sa ni sayang ko,Kamu tak bisa bicara baik padahal sudah bilang aku sayang
Terjemahkan ke bahasa Indonesia baku.,"(Di Bridge) Dengarlah, dengarlah, Tuhan Yesus, mari dengarlah","Suara penuh makna: dengarlah, Tuhan Yesus, mari dengarlah"
Terjemahkan ke bahasa Indonesia baku.,sa pu cinta ni su luas dari sorong ke merauke hanya untuk koi,"cintaku begitu luas, dari Sorong sampai Merauke, hanya untukmu"
Terjemahkan ke bahasa Indonesia baku.,"Su trada lagi tong dua, karena ini ko yang pu mau untuk hentikan","Sudah tak ada lagi kita berdua, karena ini maumu untuk menghentikan"
Terjemahkan ke bahasa Indonesia baku.,Yang begini yang sa cari pele pas untuk ari temani sa punya hari pele mob bidadari ai,"Tipe seperti ini yang kucari, pas untuk menemani hariku seperti bidadari"
Terjemahkan ke bahasa Indonesia baku.,Andalan apa bilang cocok masuk list idola yang begini yaswar demi Tuhan sa tra mau tolak,"Tipe seperti ini cocok masuk daftar idolaku, demi Tuhan aku tak akan menolak"
